gsm,gse,raw_Tissue,matched_cellline,cvcl,cellosaurus_organism
GSM697317,GSE28146,CA1 tissue; gray matter,CA1; Gray Matter,CVCL_B0E5,Mus musculus
GSM697318,GSE28146,CA1 tissue; gray matter,CA1; Gray Matter,CVCL_B0E5,Mus musculus
GSM697319,GSE28146,CA1 tissue; gray matter,CA1; Gray Matter,CVCL_B0E5,Mus musculus
GSM697320,GSE28146,CA1 tissue; gray matter,CA1; Gray Matter,CVCL_B0E5,Mus musculus
GSM697321,GSE28146,CA1 tissue; gray matter,CA1; Gray Matter,CVCL_B0E5,Mus musculus
GSM697322,GSE28146,CA1 tissue; gray matter,CA1; Gray Matter,CVCL_B0E5,Mus musculus
GSM697323,GSE28146,CA1 tissue; gray matter,CA1; Gray Matter,CVCL_B0E5,Mus musculus
GSM697324,GSE28146,CA1 tissue; gray matter,CA1; Gray Matter,CVCL_B0E5,Mus musculus
GSM697325,GSE28146,CA1 tissue; gray matter,CA1; Gray Matter,CVCL_B0E5,Mus musculus
GSM697326,GSE28146,CA1 tissue; gray matter,CA1; Gray Matter,CVCL_B0E5,Mus musculus
GSM697327,GSE28146,CA1 tissue; gray matter,CA1; Gray Matter,CVCL_B0E5,Mus musculus
GSM697328,GSE28146,CA1 tissue; gray matter,CA1; Gray Matter,CVCL_B0E5,Mus musculus
GSM697329,GSE28146,CA1 tissue; gray matter,CA1; Gray Matter,CVCL_B0E5,Mus musculus
GSM697330,GSE28146,CA1 tissue; gray matter,CA1; Gray Matter,CVCL_B0E5,Mus musculus
GSM697331,GSE28146,CA1 tissue; gray matter,CA1; Gray Matter,CVCL_B0E5,Mus musculus
GSM697332,GSE28146,CA1 tissue; gray matter,CA1; Gray Matter,CVCL_B0E5,Mus musculus
GSM697333,GSE28146,CA1 tissue; gray matter,CA1; Gray Matter,CVCL_B0E5,Mus musculus
GSM697334,GSE28146,CA1 tissue; gray matter,CA1; Gray Matter,CVCL_B0E5,Mus musculus
GSM697335,GSE28146,CA1 tissue; gray matter,CA1; Gray Matter,CVCL_B0E5,Mus musculus
GSM697336,GSE28146,CA1 tissue; gray matter,CA1; Gray Matter,CVCL_B0E5,Mus musculus
GSM697337,GSE28146,CA1 tissue; gray matter,CA1; Gray Matter,CVCL_B0E5,Mus musculus
GSM306062,GSE12155,EPC,EPC,CVCL_4361,Pimephales promelas
GSM306063,GSE12155,EPC,EPC,CVCL_4361,Pimephales promelas
GSM306064,GSE12155,EPC colony assay,EPC,CVCL_4361,Pimephales promelas
GSM306065,GSE12155,EPC,EPC,CVCL_4361,Pimephales promelas
GSM306066,GSE12155,EPC,EPC,CVCL_4361,Pimephales promelas
GSM306067,GSE12155,EPC,EPC,CVCL_4361,Pimephales promelas
GSM306068,GSE12155,EPC,EPC,CVCL_4361,Pimephales promelas
GSM306069,GSE12155,EPC,EPC,CVCL_4361,Pimephales promelas
GSM306070,GSE12155,EPC,EPC,CVCL_4361,Pimephales promelas
GSM306071,GSE12155,EPC,EPC,CVCL_4361,Pimephales promelas
GSM306072,GSE12155,EPC,EPC,CVCL_4361,Pimephales promelas
GSM306073,GSE12155,EPC,EPC,CVCL_4361,Pimephales promelas
GSM306074,GSE12155,EPC,EPC,CVCL_4361,Pimephales promelas
GSM306075,GSE12155,EPC,EPC,CVCL_4361,Pimephales promelas
GSM306076,GSE12155,EPC colony assay,EPC,CVCL_4361,Pimephales promelas
GSM306077,GSE12155,EPC,EPC,CVCL_4361,Pimephales promelas
GSM306078,GSE12155,EPC,EPC,CVCL_4361,Pimephales promelas
GSM306079,GSE12155,EPC,EPC,CVCL_4361,Pimephales promelas
GSM306080,GSE12155,EPC,EPC,CVCL_4361,Pimephales promelas
GSM306081,GSE12155,EPC,EPC,CVCL_4361,Pimephales promelas
GSM306082,GSE12155,EPC,EPC,CVCL_4361,Pimephales promelas
GSM306083,GSE12155,EPC,EPC,CVCL_4361,Pimephales promelas
GSM306084,GSE12155,EPC colony assay,EPC,CVCL_4361,Pimephales promelas
GSM306085,GSE12155,EPC,EPC,CVCL_4361,Pimephales promelas
GSM308203,GSE12287,E10,NAL1A clone C4E10,CVCL_0251,Mus musculus
GSM308204,GSE12287,E10,NAL1A clone C4E10,CVCL_0251,Mus musculus
GSM308205,GSE12287,E10,NAL1A clone C4E10,CVCL_0251,Mus musculus
GSM308206,GSE12287,E10,NAL1A clone C4E10,CVCL_0251,Mus musculus
GSM308218,GSE12287,E10,NAL1A clone C4E10,CVCL_0251,Mus musculus
GSM2668698,GSE100050,H12-4,H12,CVCL_C4FT,Mus musculus
GSM840916,GSE34042,M12,DV4-M12,CVCL_XX82,Mus musculus
GSM840917,GSE34042,M12,DV4-M12,CVCL_XX82,Mus musculus
GSM1316692,GSE54484,KG1,B16-F10.9.KG1,CVCL_E3VV,Mus musculus
GSM2888429,GSE108048,H1 embryonic stem cells,H-1,CVCL_N541,Mus musculus
GSM2888430,GSE108048,H1 embryonic stem cells,H-1,CVCL_N541,Mus musculus
GSM2888431,GSE108048,H1 embryonic stem cells,H-1,CVCL_N541,Mus musculus
GSM1126466,GSE46214,SCP2,SCp2,CVCL_E1I2,Mus musculus
GSM1126467,GSE46214,SCP2,SCp2,CVCL_E1I2,Mus musculus
GSM1126468,GSE46214,SCP2,SCp2,CVCL_E1I2,Mus musculus
GSM466831,GSE18833,MDA-MB-231-S1a-1,S1A,CVCL_4Y48,Mus musculus
GSM466832,GSE18833,MDA-MB-231-S1a-2,S1A,CVCL_4Y48,Mus musculus
GSM378575,GSE15156,HF1,HF1,CVCL_4227,Rattus norvegicus
GSM1109511,GSE45558,melanoma cell line D17,D-17,CVCL_1916,Canis lupus familiaris
GSM1109512,GSE45558,melanoma cell line D17,D-17,CVCL_1916,Canis lupus familiaris
GSM1108342,GSE45544,primary Ewing sarcoma cell line SB-KMS-DA1,DA-1,CVCL_2015,Mus musculus
GSM1420645,GSE58841,HFK-16E6,16E6,CVCL_F1XJ,Mus musculus
GSM1420646,GSE58841,HFK-16E6,16E6,CVCL_F1XJ,Mus musculus
GSM1420647,GSE58841,HFK-16E6,16E6,CVCL_F1XJ,Mus musculus
GSM1566220,GSE64194,Human iPSC line 7,Beta-LG MAb 8,CVCL_D6DW,Mus musculus
GSM1566221,GSE64194,Human iPSC line 8,Beta-LG MAb 8,CVCL_D6DW,Mus musculus
GSM1566222,GSE64194,Human iPSC line 16,MAb 16,CVCL_E7D6,Mus musculus
GSM2247163,GSE84648,232 breast cancer cell line,232,CVCL_G581,Mus musculus
GSM2247164,GSE84648,233 breast cancer cell line,15-23-3,CVCL_D5JZ,Mus musculus
GSM2247165,GSE84648,234 breast cancer cell line,234,CVCL_F1E7,Mus musculus
GSM1898773,GSE73599,CD4+ T clone L10 cells,CG10116-L10,CVCL_F1ZU,Drosophila melanogaster
GSM1898774,GSE73599,CD4+ T clone L10 cells,CG10116-L10,CVCL_F1ZU,Drosophila melanogaster
GSM1898775,GSE73599,CD4+ T clone L10 cells,CG10116-L10,CVCL_F1ZU,Drosophila melanogaster
GSM1898776,GSE73599,CD4+ T clone L10 cells,CG10116-L10,CVCL_F1ZU,Drosophila melanogaster
GSM1898777,GSE73599,CD4+ T clone L10 cells,CG10116-L10,CVCL_F1ZU,Drosophila melanogaster
GSM1898778,GSE73599,CD4+ T clone L10 cells,CG10116-L10,CVCL_F1ZU,Drosophila melanogaster
GSM1295155,GSE53514,Human Tr1 cell clone,TR-1,CVCL_A2JT,Rattus norvegicus
GSM1295162,GSE53514,Human Tr1 cell clone,TR-1,CVCL_A2JT,Rattus norvegicus
GSM1295168,GSE53514,Human Tr1 cell clone,TR-1,CVCL_A2JT,Rattus norvegicus
GSM1295169,GSE53514,peripheral blood; Human Tr1 cell clone,Blood; TR-1,CVCL_A2JT,Rattus norvegicus
GSM1295170,GSE53514,peripheral blood; Human Tr1 cell clone,Blood; TR-1,CVCL_A2JT,Rattus norvegicus
GSM1295172,GSE53514,peripheral blood; Human Tr1 cell clone,Blood; TR-1,CVCL_A2JT,Rattus norvegicus
GSM1295173,GSE53514,peripheral blood; Human Tr1 cell clone,Blood; TR-1,CVCL_A2JT,Rattus norvegicus
GSM1295177,GSE53514,peripheral blood; Human Tr1 cell clone,Blood; TR-1,CVCL_A2JT,Rattus norvegicus
GSM1295178,GSE53514,peripheral blood; Human Tr1 cell clone,Blood; TR-1,CVCL_A2JT,Rattus norvegicus
GSM1295184,GSE53514,peripheral blood; Human Tr1 cell clone,Blood; TR-1,CVCL_A2JT,Rattus norvegicus
GSM1295185,GSE53514,peripheral blood; Human Tr1 cell clone,Blood; TR-1,CVCL_A2JT,Rattus norvegicus
GSM1295189,GSE53514,peripheral blood; Human Tr1 cell clone,Blood; TR-1,CVCL_A2JT,Rattus norvegicus
GSM1295190,GSE53514,peripheral blood; Human Tr1 cell clone,Blood; TR-1,CVCL_A2JT,Rattus norvegicus
GSM940675,GSE38367,MEC-1 cell line,GM-20,CVCL_F939,Mus musculus
GSM940676,GSE38367,MEC-1 cell line,GM-20,CVCL_F939,Mus musculus
GSM940677,GSE38367,MEC-1 cell line,GM-20,CVCL_F939,Mus musculus
GSM940678,GSE38367,MEC-1 cell line,GM-20,CVCL_F939,Mus musculus
GSM940679,GSE38367,MEC-1 cell line,GM-20,CVCL_F939,Mus musculus
GSM940680,GSE38367,MEC-1 cell line,GM-20,CVCL_F939,Mus musculus
GSM456722,GSE18296,Human Neural Stem Cell Line F3,F-3,CVCL_CW34,Mus musculus
GSM456723,GSE18296,Human Neural Stem Cell Line F3,F-3,CVCL_CW34,Mus musculus
GSM456724,GSE18296,Neural Stem Cell Line F3,F-3,CVCL_CW34,Mus musculus
GSM456725,GSE18296,Neural Stem Cell Line F3,F-3,CVCL_CW34,Mus musculus
GSM3521101,GSE124114,TM-4,TM4,CVCL_4327,Mus musculus
GSM1246004,GSE51454,lymphoblastoid cell line (CL-1),CL-1,CVCL_L321,Canis lupus familiaris
GSM1246005,GSE51454,lymphoblastoid cell line (CL-1),CL-1,CVCL_L321,Canis lupus familiaris
GSM1246006,GSE51454,lymphoblastoid cell line (CL-1),CL-1,CVCL_L321,Canis lupus familiaris
GSM1246007,GSE51454,lymphoblastoid cell line (CL-1),CL-1,CVCL_L321,Canis lupus familiaris
GSM1246008,GSE51454,lymphoblastoid cell line (CL-1),CL-1,CVCL_L321,Canis lupus familiaris
GSM1246009,GSE51454,lymphoblastoid cell line (CL-1),CL-1,CVCL_L321,Canis lupus familiaris
GSM738415,GSE29799,MLL-AF9/NrasG12D human cell line,AF9,CVCL_E5S3,Mus musculus
GSM738416,GSE29799,MLL-AF9/NrasG12D human cell line,AF9,CVCL_E5S3,Mus musculus
GSM738417,GSE29799,MLL-AF9/NrasG12D human cell line,AF9,CVCL_E5S3,Mus musculus
GSM738418,GSE29799,MLL-AF9/NrasG12D human cell line,AF9,CVCL_E5S3,Mus musculus
GSM738419,GSE29799,MLL-AF9/NrasG12D human cell line,AF9,CVCL_E5S3,Mus musculus
GSM738420,GSE29799,MLL-AF9/NrasG12D human cell line,AF9,CVCL_E5S3,Mus musculus
GSM44122,GSE2350,F24 cell line,F24,CVCL_K210,Mus musculus
GSM493577,GSE19761,Akata BL clone (1B6),1B6,CVCL_F1V1,Mus musculus
GSM493578,GSE19761,Akata BL clone (1B6),1B6,CVCL_F1V1,Mus musculus
GSM48989,GSE2567,K3,EquiPSC Line K3,CVCL_C7F3,Equus caballus
GSM48990,GSE2567,K3,EquiPSC Line K3,CVCL_C7F3,Equus caballus
GSM48991,GSE2567,K3 cells,EquiPSC Line K3,CVCL_C7F3,Equus caballus
GSM48993,GSE2567,K3,EquiPSC Line K3,CVCL_C7F3,Equus caballus
GSM2888,GSE96,DRG,DrG,CVCL_IX16,Danio rerio
GSM2889,GSE96,DRG,DrG,CVCL_IX16,Danio rerio
GSM24628,GSE1460,"CD3highCD4+CD8- ""single positive"" thymocytes (SP4) cells from human fetal thymus",SP4,CVCL_D6TA,Mus musculus
GSM24629,GSE1460,"CD3highCD4+CD8- ""single positive"" thymocytes (SP4) cells from human fetal thymus",SP4,CVCL_D6TA,Mus musculus
GSM24630,GSE1460,"CD3highCD4+CD8- ""single positive"" thymocytes (SP4) cells from human fetal thymus",SP4,CVCL_D6TA,Mus musculus
GSM241028,GSE9499,LCL1,LC-L1,CVCL_A9GJ,Panthera pardus
GSM241029,GSE9499,LCL1,LC-L1,CVCL_A9GJ,Panthera pardus
GSM241030,GSE9499,LCL1,LC-L1,CVCL_A9GJ,Panthera pardus
